experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,15377,141,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",141,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15378,4792,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,NA,4792,no matches,no matches,no matches,Fatty Acyls,1.1,class,2,In silico
dataset1_smallNetsFP,15379,1337,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,1337,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15380,388,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",388,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15381,4036,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4036,no matches,no matches,no matches,Organic acids and derivatives,0.6666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15382,4963,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Imidazopyrimidines,NA,4963,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,2,In silico
dataset1_smallNetsFP,15383,-1,NA,NA,NA,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,Benzenoids,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15384,1929,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1929,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Fatty amides,0.8142857142857143,subclass,7,In silico
dataset1_smallNetsFP,15385,-1,NA,NA,NA,N/A,N/A,N/A,Organoheterocyclic compounds,Quinolines and derivatives,Haloquinolines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15386,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15387,528,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",528,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15388,5051,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,5051,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,5,In silico
dataset1_smallNetsFP,15389,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15390,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15391,3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15392,3572,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3572,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15393,390,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",390,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,4,In silico
dataset1_smallNetsFP,15394,-1,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15395,85,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Tetrazoles,85,no matches,no matches,no matches,Lipids and lipid-like molecules,0.9695652173913043,superclass,23,In silico
dataset1_smallNetsFP,15396,380,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15397,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15398,350,NA,NA,NA,NA,NA,NA,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,350,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15399,646,N/A,N/A,N/A,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",646,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,15400,85,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",85,no matches,no matches,no matches,Lipids and lipid-like molecules,0.9695652173913043,superclass,23,In silico
dataset1_smallNetsFP,15401,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15402,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15403,322,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,322,no matches,no matches,no matches,Terpene glycosides,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,15404,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15405,2849,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,2849,no matches,no matches,no matches,Ceramides,1.1,subclass,9,In silico
dataset1_smallNetsFP,15406,894,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,894,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",0.9333333333333333,subclass,12,In silico
dataset1_smallNetsFP,15407,380,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15408,2763,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,2763,no matches,no matches,no matches,Steroids and steroid derivatives,0.7666666666666666,class,6,In silico
dataset1_smallNetsFP,15409,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15410,3278,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,3278,no matches,no matches,no matches,Fatty amides,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,15411,-1,NA,NA,NA,N/A,N/A,N/A,Organoheterocyclic compounds,Pyridines and derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15412,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15413,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15414,192,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",192,no matches,no matches,no matches,Carboxylic acids and derivatives,0.9461538461538461,class,13,In silico
dataset1_smallNetsFP,15415,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15416,6134,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,NA,6134,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15417,380,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15418,894,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,894,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",0.9333333333333333,subclass,12,In silico
dataset1_smallNetsFP,15419,1215,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,1215,no matches,no matches,no matches,Benzenoids,1,superclass,1,In silico
dataset1_smallNetsFP,15420,-1,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzophenones,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15421,3145,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,NA,3145,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15422,732,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,732,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15423,380,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15424,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15425,1986,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1986,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.9333333333333333,subclass,6,In silico
dataset1_smallNetsFP,15426,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15427,-1,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15428,496,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,496,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15429,-1,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15430,3797,NA,NA,NA,N/A,N/A,N/A,Benzenoids,Benzene and substituted derivatives,NA,3797,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15431,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15432,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15433,3995,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,3995,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15434,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15435,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15436,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15437,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15438,894,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",894,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",0.9333333333333333,subclass,12,In silico
dataset1_smallNetsFP,15439,1306,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,1306,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15440,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15441,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15442,865,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",865,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.8058823529411765,subclass,17,In silico
dataset1_smallNetsFP,15443,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15444,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15445,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15446,1095,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1095,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15447,5421,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,5421,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15448,1139,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1139,no matches,no matches,no matches,Prenol lipids,0.85,class,4,In silico
dataset1_smallNetsFP,15449,621,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,621,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15450,192,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",192,no matches,no matches,no matches,Carboxylic acids and derivatives,0.9461538461538461,class,13,In silico
dataset1_smallNetsFP,15451,4322,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4322,Lipids and lipid-like molecules,Prenol lipids,Retinoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15452,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15453,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15454,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15455,154,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,154,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,In silico
dataset1_smallNetsFP,15456,91,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",91,no matches,no matches,no matches,Lipids and lipid-like molecules,0.9421052631578947,superclass,19,In silico
dataset1_smallNetsFP,15457,192,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",192,no matches,no matches,no matches,Carboxylic acids and derivatives,0.9461538461538461,class,13,In silico
dataset1_smallNetsFP,15458,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15459,621,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,621,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15460,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15461,651,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,651,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15462,3201,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3201,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,15463,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15464,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15465,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15466,20,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",20,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,In silico
dataset1_smallNetsFP,15467,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15468,3820,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,3820,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,1.1,subclass,3,In silico
dataset1_smallNetsFP,15469,1765,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1765,no matches,no matches,no matches,Alcohols and polyols,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,15470,1376,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,1376,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,5,In silico
dataset1_smallNetsFP,15471,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15472,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15473,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Benzopyrans,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15474,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15475,174,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,174,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7142857142857143,superclass,14,In silico
dataset1_smallNetsFP,15476,396,NA,NA,NA,N/A,N/A,N/A,Phenylpropanoids and polyketides,Macrolides and analogues,NA,396,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15477,528,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,528,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15478,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15479,308,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,308,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.85,subclass,8,In silico
dataset1_smallNetsFP,15480,460,NA,NA,NA,NA,NA,NA,Organohalogen compounds,Aryl halides,Aryl chlorides,460,no matches,no matches,no matches,NA,NA,NA,NA,NA
